committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938814,17,SB17.I9358,1678938,ORG,ORGANIZATION,,,LUKOIL,NY,,,,,GAS,,,2022-10-12 00:00:00,40.58,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,OYSTER BAY,11771,OTHER,,2022,SB,4012520231720532984,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938814,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q1,202301249574937836,17,SB17.I4198,1678916,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-02-26 00:00:00,40.75,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348056,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532901,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937836,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,30G,202301249574938958,17,SB17.I9418,1678943,ORG,ORGANIZATION,,,LUKOIL,NY,,,,,GAS,,,2022-10-20 00:00:00,41.02,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348068,OYSTER BAY,11771,OTHER,,2022,SB,4012520231720533067,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938958,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937249,17,SB17.I1614,1678905,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-05-24 00:00:00,41.04,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,WHITESTONE,11357,OTHER,,2022,SB,4012520231720532705,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937249,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q1,202301249574937836,17,SB17.I4197,1678916,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-02-26 00:00:00,41.08,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348056,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532900,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937836,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938814,17,SB17.I9366,1678938,ORG,ORGANIZATION,,,LUKOIL,NY,,,,,GAS,,,2022-10-06 00:00:00,41.08,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,OYSTER BAY,11771,OTHER,,2022,SB,4012520231720532985,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938814,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937639,17,SB17.I2930,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-11-19 00:00:00,41.17,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529548,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937639,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938813,17,SB17.I9357,1678938,ORG,ORGANIZATION,,,LUKOIL,NY,,,,,GAS,,,2022-10-12 00:00:00,41.32,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,OYSTER BAY,11771,OTHER,,2022,SB,4012520231720532983,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938813,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938087,17,SB17.I7520,1678920,ORG,ORGANIZATION,,,WHITESTONE CAR WASH,NY,,,,,CAMPAIGN VEHICLE CLEANING,,,2022-05-15 00:00:00,41.36,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348057,WHITESTONE,11357,OTHER,,2022,SB,4012520231720529795,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938087,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937413,17,SB17.I1774,1678908,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-09-15 00:00:00,41.51,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,WHITESTONE,11357,OTHER,,2022,SB,4012520231720531509,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937413,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937250,17,SB17.I595,1678905,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-06-19 00:00:00,41.52,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,WHITESTONE,11357,OTHER,,2022,SB,4012520231720532709,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937250,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869821,17,SB17.I9563,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-11-30 00:00:00,41.53,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247976,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869821,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937274,17,SB17.I648,1678905,ORG,ORGANIZATION,,,UBER,CA,,,,,TRAVEL,,,2021-05-10 00:00:00,41.74,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532780,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937274,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12P,202301249574938231,17,SB17.I7777,1678927,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-07-27 00:00:00,41.75,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348059,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531416,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938231,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937434,17,SB17.I1653,1678908,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-07-15 00:00:00,41.93,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531572,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937434,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869823,17,SB17.I9580,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-02 00:00:00,41.99,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722247982,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869823,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12P,202301249574938227,17,SB17.I7725,1678927,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-07-14 00:00:00,42.16,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348059,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531404,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938227,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937273,17,SB17.I634,1678905,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-04-19 00:00:00,42.31,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532776,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937273,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937437,17,SB17.I1686,1678908,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-07-28 00:00:00,42.46,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531581,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937437,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937251,17,SB17.I617,1678905,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-04-01 00:00:00,42.49,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,WHITESTONE,11357,OTHER,,2022,SB,4012520231720532710,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937251,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937437,17,SB17.I1685,1678908,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-07-28 00:00:00,42.61,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531580,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937437,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q1,202301249574937834,17,SB17.I3118,1678916,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-01-19 00:00:00,42.71,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348056,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532894,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937834,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q1,202301249574937069,17,SB17.I471,1678901,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-02-12 00:00:00,42.89,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348051,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532605,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937069,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938821,17,SB17.I9335,1678938,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-10-19 00:00:00,42.95,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720533007,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938821,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,YE,202301319577869832,17,SB17.I9655,1686635,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-12-20 00:00:00,42.96,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,A,ADD,ITEMIZED DISBURSEMENTS,2023-02-03 03:36:05,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4020120231721650141,SAN FRANCISCO,94105,OTHER,,2022,SB,4020220231722248009,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577869832,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12G,202301249574938811,17,SB17.I9369,1678938,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2022-10-05 00:00:00,42.99,,,,,,,,,,,,,G2022,GENERAL,GENERAL,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348064,WHITESTONE,11357,OTHER,,2022,SB,4012520231720532975,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938811,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937596,17,SB17.I2817,1678913,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-10-01 00:00:00,43.00,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,WHITESTONE,11357,OTHER,,2022,SB,4012520231720529420,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937596,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937411,17,SB17.I1636,1678908,ORG,ORGANIZATION,,,EXXONMOBILE WHITESTONE,NY,,,,,GAS,,,2021-07-04 00:00:00,43.01,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,WHITESTONE,11357,OTHER,,2022,SB,4012520231720531503,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937411,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937444,17,SB17.I1754,1678908,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-09-24 00:00:00,43.07,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531600,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937444,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937631,17,SB17.I2882,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-10-28 00:00:00,43.23,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529525,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937631,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,30G,202301249574938962,17,SB17.I9549,1678943,ORG,ORGANIZATION,,,SPECTRUM,CT,,,,,OFFICE CABLE & INTERNET,,,2022-11-25 00:00:00,43.30,,,,,,,,,,,,,P2024,PRIMARY,PRIMARY,2024,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4012420231720348068,STAMFORD,06901,OTHER,,2022,SB,4012520231720533079,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938962,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12P,202301249574938229,17,SB17.I7734,1678927,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2022-07-15 00:00:00,43.54,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348059,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531409,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938229,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,Q2,202301249574938063,17,SB17.I7497,1678920,ORG,ORGANIZATION,,,NOVITA,NY,,,,,FOOD & BEVERAGE,,,2022-05-04 00:00:00,43.67,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,H,,P,F3,4012420231720348057,GARDEN CITY,11530,OTHER,,2022,SB,4012520231720529723,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938063,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937632,17,SB17.I2909,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-11-05 00:00:00,43.70,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529528,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937632,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q1,202301249574937075,17,SB17.I514,1678901,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-03-01 00:00:00,43.71,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348051,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532622,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937075,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937414,17,SB17.I4353,1678908,ORG,ORGANIZATION,,,EXXONMOBILE,NY,,,,,GAS,,,2021-07-22 00:00:00,43.78,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,ROSLYN HEIGHTS,11577,OTHER,,2022,SB,4012520231720531511,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937414,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937238,17,SB17.I642,1678905,ORG,ORGANIZATION,,,BP GAS,NY,,,,,GAS,,,2021-04-22 00:00:00,44.00,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,HOLTSVILLE,11742,OTHER,,2022,SB,4012520231720532673,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937238,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937238,17,SB17.I609,1678905,ORG,ORGANIZATION,,,BP GAS,NY,,,,,GAS,,,2021-05-04 00:00:00,44.05,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,HOLTSVILLE,11742,OTHER,,2022,SB,4012520231720532672,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937238,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937632,17,SB17.I2885,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-10-29 00:00:00,44.06,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529526,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937632,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q2,202301249574937273,17,SB17.I639,1678905,ORG,ORGANIZATION,,,UBER,CA,,,,,TRAVEL,,,2021-05-10 00:00:00,44.08,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348052,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720532778,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937273,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,Q3,202301249574937441,17,SB17.I1746,1678908,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-09-13 00:00:00,44.19,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348053,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720531592,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937441,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2021,YE,202301249574937629,17,SB17.I2827,1678913,ORG,ORGANIZATION,,,UBER,CA,,,,,TAXI FARE,,,2021-10-16 00:00:00,44.39,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348055,SAN FRANCISCO,94105,OTHER,,2022,SB,4012520231720529518,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574937629,Operating Expenditures,,,,,,
C00721365,DEVOLDER-SANTOS FOR CONGRESS,2022,12P,202301249574938214,17,SB17.I7770,1678927,ORG,ORGANIZATION,,,EXXONMOBILE,NY,,,,,GAS,,,2022-07-24 00:00:00,44.40,,,,,,,,,,,,,P2022,PRIMARY,PRIMARY,2022,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2023-01-26 03:36:29,,,,0.00,,,,002,Travel Expenses,,,,,,,H,,P,F3,4012420231720348059,ROSLYN HEIGHTS,11577,OTHER,,2022,SB,4012520231720531364,https://docquery.fec.gov/cgi-bin/fecimg/?202301249574938214,Operating Expenditures,,,,,,
